"id","planet","lefty","major","age","hs.gpa","income","gpa"
13029,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,3.925
13030,"Saturn",FALSE,"Music Recording Technology",17,4,NA,3.4
13031,"Jupiter",FALSE,"Music Recording Technology",17,3.613,79139.7965743881,3.189
13032,"Jupiter",FALSE,"Music Recording Technology",17,4,24107.6429743587,3.296
13033,"Earth",FALSE,"Music Recording Technology",16,4,NA,4
13034,"Jupiter",FALSE,"Music Recording Technology",17,3.332,NA,2.708
13035,"Earth",FALSE,"Music Recording Technology",17,4,NA,3.999
13036,"Uranus",FALSE,"Music Recording Technology",15,4,NA,3.93
13037,"Venus",TRUE,"Fitness Technician",18,4,NA,3.44
13038,"Earth",FALSE,"Visual Arts Illustration Spec",30,4,NA,4
13039,"Jupiter",FALSE,"Atmospheric Sciences",18,1.758,NA,1.937
13040,"Saturn",FALSE,"Music Recording Technology",17,2.789,NA,2.889
13041,"Jupiter",FALSE,"Music Recording Technology",15,3.504,NA,3.297
13042,"Saturn",FALSE,"Music Recording Technology",17,2.119,2115.35227678451,2.032
13043,"Saturn",FALSE,"Graphic Communications",19,1.086,NA,1.219
13044,"Jupiter",TRUE,"International Studies",21,4,21623.0750085025,3.041
13045,"Jupiter",FALSE,"Visual Arts Illustration Spec",20,4,NA,3.382
13046,"Jupiter",FALSE,"Music Recording Technology",24,0,23.4901139926869,0
13047,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,3.993
13048,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,3.437
13049,"Saturn",FALSE,"Visual Arts Illustration Spec",19,0,7.30279239409125,0.035
13050,"Neptune",TRUE,"Social Work",19,4,NA,3.507
13051,"Saturn",FALSE,"Music Recording Technology",19,1.001,725.402639386877,1.575
13052,"Neptune",TRUE,"Visual Arts Illustration Spec",18,2.793,19484.9340040306,2.841
13053,"Jupiter",FALSE,"Visual Arts Illustration Spec",18,3.462,NA,3.114
13054,"Saturn",TRUE,"International Studies",22,4,NA,3.935
13055,"Jupiter",FALSE,"Music Recording Technology",18,1.093,192.065264566034,0.92
13056,"Venus",TRUE,"Engineering/Electrical",18,0,27.1026866917476,0.506
13057,"Jupiter",FALSE,"Music Recording Technology",17,0.944,524.464789744957,1.334
13058,"Earth",FALSE,"Music Recording Technology",17,3.002,NA,2.706
13059,"Saturn",FALSE,"Music Recording Technology",17,4,NA,3.743
13060,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,3.979
13061,"Jupiter",FALSE,"English Studies",21,0,4.46811239655683,0.139
13062,"Saturn",FALSE,"Visual Arts- Animation",22,4,NA,4
13063,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.997
13064,"Saturn",FALSE,"Music Recording Technology",16,3.754,NA,3.126
13065,"Uranus",FALSE,"Video/Radio Production",18,4,NA,4
13066,"Jupiter",FALSE,"Music Recording Technology",14,4,NA,3.966
13067,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.509
13068,"Jupiter",FALSE,"Fitness Technician",18,2.322,NA,2.033
13069,"Jupiter",FALSE,"Web Graphic Design",18,4,NA,3.809
13070,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.293
13071,"Saturn",FALSE,"Music Recording Technology",17,4,327578.496785158,4
13072,"Saturn",FALSE,"Music Recording Technology",16,2.763,NA,2.321
13073,"Jupiter",FALSE,"Psychology",20,1.608,403.176042356752,1.682
13074,"Jupiter",FALSE,"Video/Radio Production",22,0.617,120.593601045792,1.161
13075,"Saturn",TRUE,"Business",18,0.704,73.517919623561,0.981
13076,"Venus",FALSE,"International Studies",53,4,NA,4
13077,"Jupiter",FALSE,"Music Recording Technology",17,2.689,NA,2.191
13078,"Jupiter",TRUE,"Non-Destructive Testing Tech",18,1.046,4492.81699757627,1.994
13079,"Jupiter",FALSE,"Music Recording Technology",17,3.922,NA,3.811
13080,"Jupiter",FALSE,"Music Recording Technology",17,4,280427.589811627,3.659
13081,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,3.956
13082,"Uranus",FALSE,"Fitness Technician",18,3.15,NA,3.371
13083,"Jupiter",FALSE,"Theatre Arts",21,4,NA,3.984
13084,"Saturn",TRUE,"Visual Arts - Photograph Spec",18,2.004,NA,1.789
13085,"Jupiter",FALSE,"Fitness Technician",18,0,24.9806588811778,0.011
13086,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,3.329
13087,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,3.922
13088,"Earth",FALSE,"Music Recording Technology",17,4,NA,3.508
13089,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,4
13090,"Saturn",FALSE,"Music Recording Technology",18,3.245,8160.54564036307,2.348
13091,"Jupiter",FALSE,"Atmospheric Sciences",18,0,19.6488365010014,0
13092,"Neptune",FALSE,"Marketing Management",23,4,NA,3.353
13093,"Jupiter",TRUE,"Fitness Technician",27,2.149,5458.18994659662,2.432
13094,"Jupiter",TRUE,"Dental Hygiene",19,4,NA,3.887
13095,"Saturn",FALSE,"Social Work",18,0.471,79.736973823073,0.691
13096,"Saturn",FALSE,"Dental Hygiene",22,4,NA,4
13097,"Jupiter",FALSE,"Psychology",18,2.169,NA,2.163
13098,"Jupiter",TRUE,"International Studies",26,4,NA,3.429
13099,"Mars",FALSE,"Visual Arts Illustration Spec",23,2.467,5093.83778154603,2.583
13100,"Jupiter",FALSE,"Comm Health & Leadership",20,0,25.2238202018116,0.04
13101,"Venus",TRUE,"English Studies",18,1.767,NA,1.473
13102,"Jupiter",TRUE,"Atmospheric Sciences",18,0.961,NA,2.398
13103,"Saturn",TRUE,"International Studies",18,2.918,NA,2.072
13104,"Saturn",TRUE,"International Studies",17,3.462,NA,2.905
13105,"Jupiter",FALSE,"International Studies",21,4,NA,3.529
13106,"Saturn",FALSE,"Music Recording Technology",17,0,6.36742067253916,0.128
13107,"Jupiter",FALSE,"Exercise Sci/Kinesiology",19,4,143882.946004541,3.689
13108,"Earth",FALSE,"Business Administration",21,2.439,NA,2.185
13109,"Saturn",FALSE,"Music Recording Technology",15,4,NA,3.952
13110,"Jupiter",FALSE,"Web Graphic Design",38,4,NA,4
13111,"Jupiter",FALSE,"General Studies - Undecided",30,4,NA,3.303
13112,"Jupiter",FALSE,"Exercise Sci/Kinesiology",58,4,NA,4
13113,"Jupiter",FALSE,"International Studies",20,4,NA,4
13114,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,4
13115,"Uranus",TRUE,"International Studies",23,2.647,NA,2.938
13116,"Jupiter",FALSE,"Engineering/Mechanical",23,2.4,5609.40057884736,2.682
13117,"Jupiter",FALSE,"Visual Arts Illustration Spec",20,1.173,126.707710613366,1.028
13118,"Neptune",FALSE,"Music Recording Technology",17,4,NA,3.968
13119,"Jupiter",TRUE,"Music Recording Technology",19,0,12.2238105238836,0.018
13120,"Jupiter",FALSE,"Theatre Arts",24,3.857,82149.8150835755,3.386
13121,"Saturn",FALSE,"Atmospheric Sciences",21,4,NA,4
13122,"Jupiter",FALSE,"Electronics Engineering Tech",53,4,NA,4
13123,"Jupiter",FALSE,"International Studies",33,4,NA,3.972
13124,"Neptune",TRUE,"Theatre Arts",18,0,11.4084618107067,0.71
13125,"Saturn",FALSE,"Atmospheric Sciences",24,3.568,NA,3.468
13126,"Saturn",FALSE,"International Studies",18,1.955,332.145010883812,1.433
13127,"Jupiter",FALSE,"Business Administration",21,4,NA,3.114
13128,"Jupiter",FALSE,"Music Recording Technology",35,4,NA,3.587
13129,"Venus",TRUE,"International Studies",19,4,NA,3.652
13130,"Saturn",FALSE,"Music Recording Technology",16,4,NA,3.754
13131,"Jupiter",TRUE,"International Studies",21,0,6.45661131363501,0.051
13132,"Saturn",FALSE,"Music Recording Technology",17,3.993,29811.8516127803,3.023
13133,"Jupiter",FALSE,"Visual Arts Illustration Spec",31,4,NA,3.734
13134,"Venus",TRUE,"Music Recording Technology",18,4,NA,2.904
13135,"Jupiter",FALSE,"Visual Arts Illustration Spec",18,1.657,NA,1.788
13136,"Venus",TRUE,"Music Recording Technology",19,0,18.2017805576823,0.284
13137,"Uranus",FALSE,"Music Recording Technology",16,4,NA,3.344
13138,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,4
13139,"Jupiter",FALSE,"Music Recording Technology",16,3.419,NA,2.52
13140,"Jupiter",FALSE,"Music Recording Technology",17,3.822,NA,3.019
13141,"Uranus",TRUE,"Energy Management",23,0,15.8607178972756,0
13142,"Jupiter",TRUE,"Music Recording Technology",20,4,NA,3.696
13143,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,3.922
13144,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,4
13145,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,4
13146,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,3.608
13147,"Venus",FALSE,"Music Recording Technology",17,0.996,6998.57857346349,2.038
13148,"Jupiter",FALSE,"Music Recording Technology",17,3.529,3093.43685272103,2.737
13149,"Jupiter",FALSE,"Music Recording Technology",16,4,20616.194691298,2.803
13150,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,4
13151,"Jupiter",FALSE,"Music Recording Technology",17,3.345,NA,3.085
13152,"Jupiter",FALSE,"International Studies",20,4,NA,3.702
13153,"Jupiter",TRUE,"Music Recording Technology",18,0.015,178.815279446142,1.074
13154,"Jupiter",FALSE,"Music Recording Technology",17,1.613,320.759574037028,1.964
13155,"Jupiter",FALSE,"Music Recording Technology",17,0,NA,1.367
13156,"Jupiter",FALSE,"Music Recording Technology",17,3.087,23191.7419731145,2.394
13157,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.984
13158,"Uranus",FALSE,"Music Recording Technology",16,4,NA,3.944
13159,"Jupiter",FALSE,"Music Recording Technology",24,0,3.84206208447444,0
13160,"Jupiter",TRUE,"Social Work",19,4,NA,3.809
13161,"Jupiter",FALSE,"Exercise Sci/Kinesiology",21,4,NA,4
13162,"Saturn",FALSE,"Music Recording Technology",18,0,7.96720480764813,0.014
13163,"Jupiter",TRUE,"International Studies",28,4,NA,3.656
13164,"Earth",FALSE,"Visual Arts Illustration Spec",19,0,18.5987333520358,0
13165,"Jupiter",FALSE,"Engineering/Electrical",18,4,NA,3.517
13166,"Jupiter",FALSE,"Exercise Sci/Kinesiology",29,4,NA,4
13167,"Jupiter",FALSE,"International Studies",29,4,NA,3.514
13168,"Jupiter",FALSE,"Marketing Management",18,2.453,NA,1.906
13169,"Jupiter",FALSE,"Fitness Technician",21,4,337916.483706936,3.972
13170,"Jupiter",FALSE,"Comm Health & Leadership",20,4,NA,3.098
13171,"Venus",TRUE,"Music Recording Technology",26,2.486,NA,2.709
13172,"Jupiter",TRUE,"Comm Health & Leadership",19,4,249564.090907389,3.693
13173,"Earth",FALSE,"International Studies",35,4,NA,3.952
13174,"Jupiter",FALSE,"Theatre Arts",20,0,34.7276903626188,0.123
13175,"Jupiter",TRUE,"Visual Arts Illustration Spec",25,0,32.5992352145956,0.009
13176,"Uranus",FALSE,"Sociology",20,4,NA,3.973
13177,"Jupiter",TRUE,"Visual Arts - Design Spec.",19,4,2142.05940349367,2.827
13178,"Venus",TRUE,"Music Recording Technology",18,4,NA,2.963
13179,"Earth",FALSE,"International Studies",27,4,NA,3.982
13180,"Jupiter",FALSE,"Music Recording Technology",20,4,NA,3.842
13181,"Saturn",FALSE,"Music Recording Technology",17,3.243,NA,3.058
13182,"Jupiter",FALSE,"Advanced Manufacturing",26,4,NA,3.7
13183,"Jupiter",FALSE,"Atmospheric Sciences",30,3.466,NA,3.785
13184,"Jupiter",FALSE,"Music Recording Technology",20,0,138.485141766726,0.597
13185,"Uranus",FALSE,"Visual Arts Illustration Spec",18,4,NA,3.622
13186,"Neptune",TRUE,"International Studies",18,2.564,NA,2.522
13187,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,4
13188,"Saturn",FALSE,"Music Recording Technology",16,3.39,NA,3.001
13189,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,2.675
13190,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,4
13191,"Saturn",FALSE,"Music Recording Technology",16,0.979,146.217126218474,1.151
13192,"Uranus",FALSE,"Music Recording Technology",16,4,NA,4
13193,"Saturn",TRUE,"Motorcycle & Outdoor Pow Equip",39,3.477,NA,3.11
13194,"Jupiter",FALSE,"Music Recording Technology",16,3.439,NA,2.808
13195,"Saturn",FALSE,"Music Recording Technology",16,4,NA,4
13196,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,3.853
13197,"Saturn",FALSE,"Music Recording Technology",15,4,NA,4
13198,"Jupiter",TRUE,"General Education",26,4,NA,4
13199,"Jupiter",FALSE,"Music Recording Technology",17,1.411,221.419810750072,1.374
13200,"Saturn",FALSE,"Music Recording Technology",16,3.669,NA,2.942
13201,"Saturn",FALSE,"Music Recording Technology",17,3.38,NA,2.974
13202,"Jupiter",FALSE,"Music Recording Technology",17,2.286,NA,2.597
13203,"Venus",FALSE,"Music Recording Technology",22,4,NA,3.863
13204,"Jupiter",FALSE,"Atmospheric Sciences",18,0,42.8947049048806,0.058
13205,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,3.946
13206,"Jupiter",TRUE,"Machining Technology",24,4,NA,4
13207,"Jupiter",FALSE,"Music Recording Technology",18,3.823,78272.331969215,3.237
13208,"Saturn",TRUE,"American Sign Lang/Interpret",18,2.634,502.944180385196,1.454
13209,"Saturn",TRUE,"Social Work",18,0.9,1177.60604488635,1.768
13210,"Jupiter",FALSE,"American Sign Language",24,4,NA,3.807
13211,"Saturn",FALSE,"American Sign Language",18,4,NA,3.993
13212,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,3.727
13213,"Saturn",TRUE,"Sociology",18,3.233,NA,2.934
13214,"Venus",TRUE,"Advanced Manufacturing",35,3.386,NA,2.059
13215,"Neptune",TRUE,"Journalism Digital Media",35,3.294,7679.88220879928,3.021
13216,"Jupiter",TRUE,"Pre-Medical Health Sciences",25,3.778,NA,3.389
13217,"Saturn",TRUE,"Social Work",23,3.223,NA,2.669
13218,"Jupiter",FALSE,"Outdoor Adv Parks & Rec",21,4,NA,3.489
13219,"Jupiter",FALSE,"Music Recording Technology",19,4,31711.053393459,3.683
13220,"Jupiter",FALSE,"Music Recording Technology",18,3.639,NA,3.401
13221,"Jupiter",TRUE,"American Sign Language",23,4,NA,4
13222,"Jupiter",FALSE,"Music Recording Technology",23,4,NA,3.38
13223,"Jupiter",FALSE,"International Studies",30,4,NA,3.907
13224,"Jupiter",TRUE,"Visual Arts Illustration Spec",21,3.979,126745.731665961,3.347
13225,"Neptune",TRUE,"Atmospheric Sciences",24,4,NA,3.73
13226,"Uranus",FALSE,"Music Recording Technology",16,4,NA,3.072
13227,"Jupiter",FALSE,"Music Recording Technology",19,3.029,NA,2.828
13228,"Jupiter",TRUE,"Music Recording Technology",30,4,NA,3.955
13229,"Jupiter",FALSE,"Music Recording Technology",15,2.956,NA,3.143
13230,"Jupiter",FALSE,"Visual Arts - Design Spec.",23,4,NA,3.656
13231,"Jupiter",FALSE,"Finance and Credit",20,0,26.7395016216209,0
13232,"Jupiter",FALSE,"Music Recording Technology",16,3.001,NA,3.352
13233,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,3.817
13234,"Jupiter",FALSE,"International Studies",18,0,38.3946462411717,0.021
13235,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,3.822
13236,"Jupiter",FALSE,"Music Recording Technology",18,2.035,400.195348480357,1.386
13237,"Mars",TRUE,"International Studies",21,4,NA,3.889
13238,"Jupiter",FALSE,"Fitness Technician",26,4,NA,3.961
13239,"Jupiter",FALSE,"Pre-Medical Health Sciences",20,2.319,14220.0593456245,2.707
13240,"Jupiter",FALSE,"Music Recording Technology",17,2.753,NA,2.448
13241,"Uranus",FALSE,"International Studies",20,1.132,NA,1.618
13242,"Earth",FALSE,"Music Recording Technology",23,4,NA,4
13243,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,4
13244,"Jupiter",FALSE,"Music Recording Technology",17,3.491,NA,3.436
13245,"Saturn",FALSE,"Music Recording Technology",19,3.31,NA,2.016
13246,"Jupiter",TRUE,"Music Recording Technology",18,4,NA,3.964
13247,"Saturn",FALSE,"Music Recording Technology",18,0,7.12490436557949,0
13248,"Mars",TRUE,"Advanced Manufacturing",32,0.745,NA,1.874
13249,"Jupiter",FALSE,"Visual Arts Illustration Spec",18,4,NA,4
13250,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.995
13251,"Jupiter",FALSE,"Visual Arts Illustration Spec",18,0,300.617086254094,0.787
13252,"Saturn",FALSE,"Visual Arts Illustration Spec",33,4,NA,3.535
13253,"Jupiter",TRUE,"Visual Arts Illustration Spec",35,4,NA,3.847
13254,"Jupiter",TRUE,"Visual Arts Illustration Spec",23,4,NA,3.742
13255,"Jupiter",FALSE,"Music Recording Technology",18,4,NA,3.556
13256,"Mercury",TRUE,"International Studies",24,0,7.50015050567848,0
13257,"Jupiter",FALSE,"International Studies",26,4,NA,4
13258,"Jupiter",TRUE,"Exercise Sci/Kinesiology",20,4,NA,4
13259,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.329
13260,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.96
13261,"Earth",FALSE,"International Studies",50,4,NA,3.914
13262,"Jupiter",FALSE,"Visual Arts Illustration Spec",53,4,NA,3.677
13263,"Saturn",FALSE,"International Studies",19,0,70.0551044033908,0
13264,"Saturn",FALSE,"International Studies",28,4,NA,4
13265,"Saturn",FALSE,"International Studies",34,2.665,NA,2.459
13266,"Jupiter",FALSE,"Music Recording Technology",21,4,NA,4
13267,"Saturn",FALSE,"Engineering/Electrical",18,3.25,NA,2.665
13268,"Jupiter",FALSE,"Engineering/Mechanical",18,4,NA,4
13269,"Jupiter",FALSE,"Social Work",18,3.504,NA,2.238
13270,"Saturn",TRUE,"Cabinet Making Furniture Const",18,4,NA,3.339
13271,"Saturn",TRUE,"Social Work",25,4,NA,3.859
13272,"Saturn",TRUE,"Theatre Arts",18,0.73,265.768337358567,1.266
13273,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,3.828
13274,"Saturn",FALSE,"Fitness Technician",30,0.439,51.2580535941458,0.824
13275,"Jupiter",FALSE,"Engineering/Electrical",18,3.169,NA,2.331
13276,"Jupiter",FALSE,"International Studies",22,3.712,61608.0850184917,2.843
13277,"Jupiter",FALSE,"General Engineering",40,3.739,NA,3.204
13278,"Jupiter",FALSE,"Music Recording Technology",17,1.226,906.841147246098,1.852
13279,"Saturn",TRUE,"Business",18,1.239,418.39283755551,1.479
13280,"Jupiter",FALSE,"Environmental Sci & Sustain",18,1.614,NA,1.931
13281,"Saturn",TRUE,"Visual Arts Illustration Spec",29,1.024,30.6125533877467,1.038
13282,"Jupiter",FALSE,"Comm Health & Leadership",35,4,NA,4
13283,"Mars",TRUE,"English Studies",29,0,2.72839396478058,0
13284,"Jupiter",TRUE,"Psychology",27,2.952,NA,2.856
13285,"Jupiter",FALSE,"Writing",19,4,520576.773656107,4
13286,"Jupiter",FALSE,"International Studies",23,4,NA,3.583
13287,"Jupiter",FALSE,"Music Recording Technology",16,1.659,NA,2.455
13288,"Saturn",FALSE,"Engineering/Electrical",33,4,NA,4
13289,"Jupiter",FALSE,"Music Recording Technology",18,4,81993.2077867421,3.839
13290,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.332
13291,"Jupiter",TRUE,"Writing",35,2.452,3846.08784079447,1.969
13292,"Jupiter",TRUE,"Music Recording Technology",18,4,NA,3.855
13293,"Jupiter",TRUE,"Visual Arts Illustration Spec",20,4,NA,3.991
13294,"Earth",FALSE,"Visual Arts Illustration Spec",39,3.213,30281.035183982,2.878
13295,"Saturn",FALSE,"Music Recording Technology",18,0.671,NA,1.865
13296,"Jupiter",FALSE,"Music Recording Technology",47,4,NA,3.942
13297,"Jupiter",FALSE,"Music Recording Technology",17,3.937,NA,3.741
13298,"Saturn",TRUE,"Music Recording Technology",22,4,54268.8277480283,3.449
13299,"Jupiter",FALSE,"Music Recording Technology",16,3.364,NA,3.146
13300,"Uranus",FALSE,"Music Recording Technology",17,4,NA,3.514
13301,"Jupiter",TRUE,"Atmospheric Sciences",28,4,NA,3.506
13302,"Saturn",TRUE,"International Studies",26,4,NA,3.954
13303,"Jupiter",FALSE,"International Studies",18,4,NA,3.862
13304,"Uranus",FALSE,"Music Recording Technology",18,2.526,10170.021781889,2.532
13305,"Uranus",FALSE,"Visual Arts Illustration Spec",20,3.842,42529.0231256359,3.187
13306,"Saturn",FALSE,"Music Recording Technology",17,4,NA,3.856
13307,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,4
13308,"Jupiter",FALSE,"Music Recording Technology",17,3.996,NA,2.971
13309,"Jupiter",FALSE,"Music Recording Technology",16,3.452,1455.26129441052,2.33
13310,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,4
13311,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.855
13312,"Neptune",FALSE,"Music Recording Technology",16,3.741,207399.845119497,3.602
13313,"Jupiter",FALSE,"Music Recording Technology",15,4,NA,3.87
13314,"Jupiter",FALSE,"Music Recording Technology",18,4,NA,3.75
13315,"Jupiter",TRUE,"Comm Health & Leadership",19,0,14.6464172474161,0.051
13316,"Uranus",FALSE,"International Studies",19,4,NA,3.75
13317,"Saturn",TRUE,"International Studies",25,4,NA,4
13318,"Jupiter",FALSE,"Graphic Communications",21,0,192.665629703927,0.953
13319,"Saturn",FALSE,"International Studies",44,4,NA,3.909
13320,"Jupiter",FALSE,"Atmospheric Sciences",23,0,20.2791924070149,0.267
13321,"Jupiter",FALSE,"International Studies",20,4,NA,3.934
13322,"Jupiter",FALSE,"International Studies",22,4,NA,3.624
13323,"Jupiter",FALSE,"Fitness Technician",22,4,NA,3.896
13324,"Jupiter",FALSE,"Dental Hygiene",21,4,NA,3.554
13325,"Jupiter",FALSE,"International Studies",27,4,NA,3.697
13326,"Saturn",FALSE,"Visual Arts Illustration Spec",18,0,6.80637479676413,0
13327,"Saturn",FALSE,"Music Recording Technology",17,2.156,NA,1.8
13328,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,3.595
13329,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.909
13330,"Jupiter",FALSE,"Music Recording Technology",14,4,NA,4
13331,"Mars",FALSE,"Music Recording Technology",17,4,NA,4
13332,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.982
13333,"Saturn",FALSE,"Music Recording Technology",16,2.926,NA,2.469
13334,"Neptune",TRUE,"Technical Apparel Design",33,3.434,NA,3.5
13335,"Jupiter",FALSE,"International Studies",18,4,NA,3.986
13336,"Neptune",FALSE,"Atmospheric Sciences",17,1.105,769.084804406949,1.918
13337,"Saturn",FALSE,"International Studies",19,0.529,65.5114763354139,1.218
13338,"Jupiter",FALSE,"Fitness Technician",18,4,NA,3.172
13339,"Jupiter",FALSE,"Engineering/Electrical",18,0,13.5135421723572,0.037
13340,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.778
13341,"Jupiter",TRUE,"Welding Fabrication Inspection",19,0,10.2686995344401,0
13342,"Jupiter",FALSE,"Music Recording Technology",18,4,NA,3.976
13343,"Saturn",TRUE,"English Studies",18,3.515,NA,2.292
13344,"Saturn",TRUE,"Engineering/Electrical",19,4,NA,3.959
13345,"Saturn",TRUE,"International Studies",24,0,5.05583217919689,0.037
13346,"Jupiter",TRUE,"Advanced Manufacturing",19,3.468,NA,2.759
13347,"Saturn",TRUE,"Medical Assistant",18,2.573,NA,2.997
13348,"Saturn",TRUE,"International Studies",18,0,8.93272135453383,0
13349,"Jupiter",FALSE,"Engineering/Electrical",19,4,NA,3.976
13350,"Jupiter",FALSE,"Music Recording Technology",18,4,NA,3.577
13351,"Earth",FALSE,"Music Recording Technology",16,1.515,NA,2.321
13352,"Saturn",FALSE,"Music Recording Technology",16,3.731,NA,3.48
13353,"Neptune",FALSE,"Music Recording Technology",16,4,NA,4
13354,"Jupiter",FALSE,"Music Recording Technology",16,2.291,1061.17747423617,1.719
13355,"Saturn",FALSE,"History",18,3.693,91397.6473552284,3.27
13356,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,4
13357,"Jupiter",FALSE,"Music Recording Technology",18,4,NA,4
13358,"Earth",FALSE,"Music Recording Technology",19,3.635,284803.900893475,4
13359,"Jupiter",FALSE,"Diesel Sytems Technology",19,2.75,1939.27768809891,2.194
13360,"Mars",FALSE,"International Studies",18,4,NA,3.75
13361,"Saturn",FALSE,"Transition to Teaching/ARL",18,1.957,1142.15006229532,1.998
13362,"Saturn",FALSE,"Theatre Arts",18,2.941,23343.1601933331,2.229
13363,"Earth",FALSE,"Atmospheric Sciences",19,4,NA,4
13364,"Saturn",TRUE,"International Studies",19,2.244,NA,2.117
13365,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,3.525
13366,"Jupiter",FALSE,"Music Recording Technology",18,0,3.6214010064714,0
13367,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,3.558
13368,"Saturn",FALSE,"Music Recording Technology",15,4,NA,3.96
13369,"Saturn",FALSE,"Advanced Manufacturing",18,0,15.5790630487915,0.04
13370,"Jupiter",FALSE,"International Studies",26,4,NA,3.495
13371,"Jupiter",FALSE,"International Studies",45,4,NA,3.988
13372,"Jupiter",TRUE,"Atmospheric Sciences",27,0.334,10.0651707439746,0.069
13373,"Jupiter",FALSE,"Music Recording Technology",16,4,354993.316644462,3.485
13374,"Saturn",TRUE,"Web Graphic Design",18,0,31.5383961016053,0.628
13375,"Jupiter",FALSE,"Respiratory Therapy",24,4,203532.497873919,3.693
13376,"Jupiter",FALSE,"Music Recording Technology",19,0,13.5129813647793,0
13377,"Venus",FALSE,"Computer Sci & Info Systems",31,4,NA,3.954
13378,"Earth",FALSE,"International Studies",23,4,239777.450025838,3.544
13379,"Jupiter",FALSE,"Music Recording Technology",17,3.338,NA,3.928
13380,"Uranus",FALSE,"Music Recording Technology",16,4,NA,4
13381,"Jupiter",FALSE,"Social Work",22,3.167,6685.77040815064,2.457
13382,"Jupiter",FALSE,"Economics",22,4,NA,4
13383,"Saturn",FALSE,"Music Recording Technology",19,0.062,21.5930680081101,0.531
13384,"Saturn",FALSE,"Atmospheric Sciences",25,1.827,NA,2.628
13385,"Jupiter",FALSE,"Engineering/Electrical",29,4,NA,4
13386,"Earth",FALSE,"Social Work",35,4,NA,3.448
13387,"Venus",FALSE,"Atmospheric Sciences",54,0,20.2107052018625,0.022
13388,"Uranus",FALSE,"Exercise Sci/Kinesiology",28,4,NA,3.98
13389,"Jupiter",FALSE,"International Studies",21,4,NA,3.494
13390,"Saturn",FALSE,"Fitness Technician",18,1.536,122.977080173316,1.487
13391,"Jupiter",TRUE,"Music Recording Technology",23,2.038,1551.04781449669,1.942
13392,"Jupiter",FALSE,"International Studies",18,4,NA,3.957
13393,"Jupiter",FALSE,"Social & Behavioral Sciences",18,4,NA,3.517
13394,"Earth",FALSE,"Visual Arts Illustration Spec",21,3.548,27588.897180533,2.918
13395,"Earth",FALSE,"Theatre Arts",19,4,NA,3.985
13396,"Earth",FALSE,"Surveying Technology",21,2.178,NA,2.566
13397,"Jupiter",FALSE,"Music Recording Technology",17,3.11,NA,2.99
13398,"Jupiter",TRUE,"American Sign Language",30,4,NA,3.82
13399,"Uranus",FALSE,"Music Recording Technology",15,3.777,NA,2.976
13400,"Jupiter",FALSE,"Music Recording Technology",17,0,34.5626008973885,0
13401,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.908
13402,"Jupiter",FALSE,"Music Recording Technology",16,1.485,1062.30651260507,2.181
13403,"Saturn",FALSE,"Music Recording Technology",17,4,NA,4
13404,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,4
